Category,Category2,Category3,Manufacturer,Product Name,ASIN Code,Description,Image URL,Price,J.Discount Price,K.Stock,L.Tax,M.Status,N.URL,O.Point,P.Point Type,Q.Related Item,R.Related Item,S.Cross Sell,T.Meta Key Words,U.Meta Description,V.Delete Key,W.Cost,X.Price2,Y.Tag,Z.Shipping Fee
Toys & Games,Action Fugures,,Good Smile Company,Good Smile Company - Puella Magi Madoka Magica PVC Statue 1/8 Kyoko Sakura 18 cm,B0083PIYUW,From the Anime series 'Puella Magi Madoka Magica' comes this great 1/8-scale PVC statue of Kyoko Sakura. It stands approx. 18 cm tall and comes with base in a window box packaging.,41cVj41726L.jpg/41P-Ilx0OfL.jpg/51Je40bxk0L.jpg/51iJqYrzvVL.jpg/51iLmzimXwL.jpg/519D4o2BvoPL.jpg/51V5VSqgGvL.jpg,92.37,,100,,1,http://www.amazon.com/Good-Smile-Company-Puella-Madoka/dp/B0083PIYUW/ref=sr_1_157?s=toys-and-games&ie=UTF8&qid=1389878558&sr=1-157&keywords=Japan+import&tag=myhawa07-20,0.945,2,,,,Toys & Games/Good Smile Company - Puella Magi Madoka Magica PVC Statue 1/8 Kyoko Sakura 18 cm/Good Smile Company,From the Anime series 'Puella Magi Madoka Magica' comes this great 1/8-scale PVC statue of Kyoko Sakura. It stands approx. 18 cm tall and comes with base in a window box packaging.,,,,,
Toys & Games,Action Fugures,,Good smile company,Good Smile Puella Magi Madoka Magica: Madoka PVC Figure,B005GCLOWU,"From Good Smile Company! From the popular anime Puella Magi Madoka Magica comes a 1/8-scale figure of the main character from the series - Madoka Kaname! The pose is based on a famous key visual used for the series, which features Madoka in a vibrant and dynamic pose with a huge smile. The ever cute Kyubey is also included hanging from her arm just as in the illustration; this is a complete figure set that shows off all of Madoka's charms and is bound to please any fans of the series.",41B8SqdaVoL.jpg/41UhQ3HWtdL.jpg/41-JQTT2BFgL.jpg/41KxveZBngL.jpg/41TkQzzp7gL.jpg/4164XoTnuDL.jpg/,90.98,,100,,1,http://www.amazon.com/Good-Smile-Puella-Madoka-Magica/dp/B005GCLOWU/ref=sr_1_158?s=toys-and-games&ie=UTF8&qid=1389878558&sr=1-158&keywords=Japan+import&tag=myhawa07-20,0.45,2,,,,Toys & Games/Good Smile Puella Magi Madoka Magica: Madoka PVC Figure/Good smile company,"From Good Smile Company! From the popular anime Puella Magi Madoka Magica comes a 1/8-scale figure of the main character from the series - Madoka Kaname! The pose is based on a famous key visual used for the series, which features Madoka in a vibrant and dynamic pose with a huge smile. The ever cute Kyubey is also included hanging from her arm just as in the illustration; this is a complete figure set that shows off all of Madoka's charms and is bound to please any fans of the series.",,,,,
Toys & Games,Action Fugures,,Kaiyodo,Kaiyodo Takeya Revoltech Action Figure: #002 Komokuten Wooden Version,B007Z76V22,"Imported from Japan. The Revoltech line of highly-detailed and highly-articulated action figures turns its gaze to the gods of the Buddhist pantheon with the figures of the Takeya Revoltech line. Each of these figures features a detailed sculpt of the diety, along with flaming halos and an impressive display base. The first figure, Tomonten, is the chief of the Four Heavenly Kings and the guardian of the northern direction. Komokuten, the guardian of the west, is the second figure in the series. The guardian of the south, Zochouten, is the fourth figure in the series, and the guardian of the east, Jikokuten, is the fifth figure. Also in the series is the third figure -- an Ashura, one of the triple-headed demi-gods, who are prone to wallow in pride and wrath. Each of these Buddhist statue figures stands roughly 5"" tall. Window box packaging.",41iA9IpCaKL.jpg/51BIqSE3meL.jpg/51nuRKY1S-L.jpg/61NkGBZYLVL.jpg/41qCijZT5pL.jpg/51lEb-OJeHL.jpg/41xrh4DH-kL.jpg,31.27,,100,,1,http://www.amazon.com/Kaiyodo-Takeya-Revoltech-Action-Figure/dp/B007Z76V22/ref=sr_1_159?s=toys-and-games&ie=UTF8&qid=1389878558&sr=1-159&keywords=Japan+import&tag=myhawa07-20,4.455,2,,,,Toys & Games/Kaiyodo Takeya Revoltech Action Figure: #002 Komokuten Wooden Version/Kaiyodo,"Imported from Japan. The Revoltech line of highly-detailed and highly-articulated action figures turns its gaze to the gods of the Buddhist pantheon with the figures of the Takeya Revoltech line. Each of these figures features a detailed sculpt of the diety, along with flaming halos and an impressive display base. The first figure, Tomonten, is the chief of the Four Heavenly Kings and the guardian of the northern direction. Komokuten, the guardian of the west, is the second figure in the series. The guardian of the south, Zochouten, is the fourth figure in the series, and the guardian of the east, Jikokuten, is the fifth figure. Also in the series is the third figure -- an Ashura, one of the triple-headed demi-gods, who are prone to wallow in pride and wrath. Each of these Buddhist statue figures stands roughly 5"" tall. Window box packaging.",,,,,
Toys & Games,Action Fugures,,Kotobukiya,Sister Princess: Sakuya (Swimsuit Version) Ani-Statue,B002RWJ4G0,"A Kotobukiya Japanese Import. The 4-Leaves ""Legends Girls"" line-up from Kotobukiya focusing on the ""eternal heroines"" of Japanese manga and anime continues with another pretty girl from Sister Princess, the long-running bishoujo series consisting of light novels, manga, video games, and anime. After Kaho, the ""sister type"" comes Sakuya (Swimsuit Version), the emotionally fragile -- and easily flustered -- modern teenager. Originally released as a garage kit in 2002, the classic Sister Princess swimsuit-clad beauty is back, fully painted and ready for you to display. Based on an original character illustration, Sakuya is ready for an exciting day at the beach wearing a tiny bikini with a huge revolver strapped to her hip. Her confident manner is apparent in her pose, flipping back her long hair and balancing on the toes of one foot, which also serves to emphasize her pretty legs. Updated for this new release, Sakuya's sculpt is top-notch, with intricate detailing on the young lady's necklace and weapon. The most difficult thing about the original garage kit was getting the paint just right, but Kotobukiya's master painters have made that a thing of the past. Sakuya's creamy skin tone is perfectly offset by her peach and orange bikini, brown belt and hair, and bright blue eyes. Standing 7"" tall (1/8-scale), Sakuya was sculpted by Takahiro Ayase and comes fully assembled.",31to4agDI4L.jpg/41tvb9gMVdL.jpg/416tephAUfL.jpg/317oKlCa5zL.jpg//31to4agDI4L.jpg/31to4agDI4L.jpg,24.99,,100,,1,http://www.amazon.com/Sister-Princess-Swimsuit-Version-Ani-Statue/dp/B002RWJ4G0/ref=sr_1_160?s=toys-and-games&ie=UTF8&qid=1389878558&sr=1-160&keywords=Japan+import&tag=myhawa07-20,4.68,2,,,,Toys & Games/Sister Princess: Sakuya (Swimsuit Version) Ani-Statue/Kotobukiya,"A Kotobukiya Japanese Import. The 4-Leaves ""Legends Girls"" line-up from Kotobukiya focusing on the ""eternal heroines"" of Japanese manga and anime continues with another pretty girl from Sister Princess, the long-running bishoujo series consisting of light novels, manga, video games, and anime. After Kaho, the ""sister type"" comes Sakuya (Swimsuit Version), the emotionally fragile -- and easily flustered -- modern teenager. Originally released as a garage kit in 2002, the classic Sister Princess swimsuit-clad beauty is back, fully painted and ready for you to display. Based on an original character illustration, Sakuya is ready for an exciting day at the beach wearing a tiny bikini with a huge revolver strapped to her hip. Her confident manner is apparent in her pose, flipping back her long hair and balancing on the toes of one foot, which also serves to emphasize her pretty legs. Updated for this new release, Sakuya's sculpt is top-notch, with intricate detailing on the young lady's necklace and weapon. The most difficult thing about the original garage kit was getting the paint just right, but Kotobukiya's master painters have made that a thing of the past. Sakuya's creamy skin tone is perfectly offset by her peach and orange bikini, brown belt and hair, and bright blue eyes. Standing 7"" tall (1/8-scale), Sakuya was sculpted by Takahiro Ayase and comes fully assembled.",,,,,
Toys & Games,Action Fugures,,Square Enix,Dragon Quest Metalic Monsters Gallery Metal Slime (40 mm 120 gr) [JAPAN],B000MSH1CK,SQUARE ENIX Dragon Quest Metalic Monsters Gallery Metal Slime [JAPAN IMPORT],41jRCr58pxL.jpg/41jRCr58pxL.jpg/41jRCr58pxL.jpg/41jRCr58pxL.jpg/41jRCr58pxL.jpg/41jRCr58pxL.jpg/41jRCr58pxL.jpg,20.18,,100,,1,http://www.amazon.com/Dragon-Quest-Metalic-Monsters-Gallery/dp/B000MSH1CK/ref=sr_1_161?s=toys-and-games&ie=UTF8&qid=1389878558&sr=1-161&keywords=Japan+import&tag=myhawa07-20,0.585,2,,,,Toys & Games/Dragon Quest Metalic Monsters Gallery Metal Slime (40 mm 120 gr) [JAPAN]/Square Enix,SQUARE ENIX Dragon Quest Metalic Monsters Gallery Metal Slime [JAPAN IMPORT],,,,,
Toys & Games,Action Fugures,,Max Factory,Vocaloid 2 Rin Kagamine Figma Action Figure,B001F0QAFI,Max Factory figma Character Vocal Series 02 Rin PVC Figure figure unopened new.,31u3P9JzPCL.jpg/41r5l1QtuaL.jpg/418UBdSUqTL.jpg/41ljUQCIbgL.jpg/414mOF41wmL.jpg/41-vKYf9i1L.jpg/51TKMhaWphL.jpg,71.36,,100,,1,http://www.amazon.com/Vocaloid-Kagamine-Figma-Action-Figure/dp/B001F0QAFI/ref=sr_1_162?s=toys-and-games&ie=UTF8&qid=1389878558&sr=1-162&keywords=Japan+import&tag=myhawa07-20,0.495,2,,,,Toys & Games/Vocaloid 2 Rin Kagamine Figma Action Figure/Max Factory,Max Factory figma Character Vocal Series 02 Rin PVC Figure figure unopened new.,,,,,
Toys & Games,Action Fugures,,Megahouse,Megahouse Queens Blade: Rebellion: Izumi Ex Model PVC Figure,B007SM95P4,"Imported from Japan. One of the warriors contending to win the Queen's Blade - and the kingdom's throne - is Izumi, the ronin from Hinomoto. Wielding her weapons and boasting a removable top, she will try to claim the throne with the Queen's Blade: Rebellion - Izumi EX Model PVC Figure, a 1/8-scale figure that stands almost 6"" tall.",41RXS7mPChL.jpg/41o3oBC38eL.jpg/41qOh3qJ-kL.jpg/4132BRmM0bmL.jpg/41c6g67qxWL.jpg/41QM-NtSf9L.jpg/41oVRNC4c9L.jpg,72.66,,100,,1,http://www.amazon.com/Megahouse-Queens-Blade-Rebellion-Figure/dp/B007SM95P4/ref=sr_1_163?s=toys-and-games&ie=UTF8&qid=1389878558&sr=1-163&keywords=Japan+import&tag=myhawa07-20,0.54,2,,,,Toys & Games/Megahouse Queens Blade: Rebellion: Izumi Ex Model PVC Figure/Megahouse,"Imported from Japan. One of the warriors contending to win the Queen's Blade - and the kingdom's throne - is Izumi, the ronin from Hinomoto. Wielding her weapons and boasting a removable top, she will try to claim the throne with the Queen's Blade: Rebellion - Izumi EX Model PVC Figure, a 1/8-scale figure that stands almost 6"" tall.",,,,,
Toys & Games,Action Fugures,,Bandai,Gundam Dom MS-09/Vol. 1 Polystone G-5,B00269V8H2,"Dom MS-09 Polystone G-5. Mini dio-rama polystone figures. Detailed paint job with high quality construction. Packaged in blister / box resealable packaging. 6"" x 4"" x 3"" approximation (with sword). Packaged in a box with Japanese text packaging.",41PHaB7bCaL.jpg/51Vui7-w1iL.jpg//41PHaB7bCaL.jpg/41PHaB7bCaL.jpg/41PHaB7bCaL.jpg/41PHaB7bCaL.jpg,35,,100,,1,http://www.amazon.com/Gundam-Dom-MS-09-Vol-Polystone/dp/B00269V8H2/ref=sr_1_164?s=toys-and-games&ie=UTF8&qid=1389878558&sr=1-164&keywords=Japan+import&tag=myhawa07-20,0.72,2,,,,Toys & Games/Gundam Dom MS-09/Vol. 1 Polystone G-5/Bandai,"Dom MS-09 Polystone G-5. Mini dio-rama polystone figures. Detailed paint job with high quality construction. Packaged in blister / box resealable packaging. 6"" x 4"" x 3"" approximation (with sword). Packaged in a box with Japanese text packaging.",,,,,
Toys & Games,Action Fugures,,Animewild,Good Smile Company - Strike Witches Nendoroid PVC Action Figure Gertrud Barkhorn 10 c,B008F6JE0S,From the Anime series 'Strike Witches' comes this great PVC Action Figure of Gertrud Barkhorn. It stands approx. 10 cm tall and comes with base and accessories in a window box packaging.,51-Rc6qJx7L.jpg/51WDdg4okoL.jpg/4136IOlvRCL.jpg/41B3vM-6E7L.jpg/41kneKSaHsL.jpg/41r385jU7lL.jpg/,40.66,,100,,1,http://www.amazon.com/Good-Smile-Company-Nendoroid-Barkhorn/dp/B008F6JE0S/ref=sr_1_165?s=toys-and-games&ie=UTF8&qid=1389878558&sr=1-165&keywords=Japan+import&tag=myhawa07-20,0.765,2,,,,Toys & Games/Good Smile Company - Strike Witches Nendoroid PVC Action Figure Gertrud Barkhorn 10 c/Animewild,From the Anime series 'Strike Witches' comes this great PVC Action Figure of Gertrud Barkhorn. It stands approx. 10 cm tall and comes with base and accessories in a window box packaging.,,,,,
Toys & Games,Action Fugures,,Kotobukiya,"Kotobukiya Emily ""Lili"" de Rochefort ""Tekken Tag 2 Tournament"" Bishoujo Statue",B00AICLXT2,"A KOTOBUKIYA Japanese import. The hit new line of Tekken Tag Tournament 2 bishoujo statues continues. With its thrilling martial arts action, the Tekken series of video games from Namco has been a huge hit with players since the original arcade game in 1994. In the games, fighters compete in the King of Iron Fist tournament for control of the Mishima Zaibatsu Corporation, using their unique talents against their opponents. Next up after Jaycee is one of the new characters introduced in Tekken 5: Dark Resurrection, EMILIE ""LILI"" DE ROCHEFORT. A rich high school student who uses a unique street fighting style incorporating dance, Lili comes to you based on a new interpretation of the character by master Japanese illustrator Shunya Yamashita.",41LNR67HuFL.jpg/41LNR67HuFL.jpg/41LNR67HuFL.jpg/41LNR67HuFL.jpg/41LNR67HuFL.jpg/41LNR67HuFL.jpg/41LNR67HuFL.jpg,64.95,,100,,1,http://www.amazon.com/Kotobukiya-Rochefort-Tekken-Tournament-Bishoujo/dp/B00AICLXT2/ref=sr_1_167?s=toys-and-games&ie=UTF8&qid=1389878558&sr=1-167&keywords=Japan+import&tag=myhawa07-20,6.705,2,,,,"Toys & Games/Kotobukiya Emily ""Lili"" de Rochefort ""Tekken Tag 2 Tournament"" Bishoujo Statue/Kotobukiya","A KOTOBUKIYA Japanese import. The hit new line of Tekken Tag Tournament 2 bishoujo statues continues. With its thrilling martial arts action, the Tekken series of video games from Namco has been a huge hit with players since the original arcade game in 1994. In the games, fighters compete in the King of Iron Fist tournament for control of the Mishima Zaibatsu Corporation, using their unique talents against their opponents. Next up after Jaycee is one of the new characters introduced in Tekken 5: Dark Resurrection, EMILIE ""LILI"" DE ROCHEFORT. A rich high school student who uses a unique street fighting style incorporating dance, Lili comes to you based on a new interpretation of the character by master Japanese illustrator Shunya Yamashita.",,,,,
Toys & Games,Action Fugures,,Good Smile,"Good Smile Border Break Fiona ""Kazama Raita Version"" Action Figure Bust",B00BF76TXO,"From Good Smile Company. Magmel's competent system operator with a flair of mystery. From the popular arcade game Border Break comes a 1/7th scale figure of the system operator Fiona, also known as ""Opeko."" The figure captures both Fiona's beauty and her intelligence in a cute standing pose based on an illustration by Kazama Raita. It's a whole new way for fans to experience Fiona's company as the perfect system operator. Stands approximately 9"" tall.",41BcAbC2BcfL.jpg/51jCV4Off3L.jpg/5173URqukUL.jpg/41FwQ2QgZ4L.jpg/51ftpXO13aL.jpg//41BcAbC2BcfL.jpg,59,,100,,1,http://www.amazon.com/Good-Smile-Border-Kazama-Version/dp/B00BF76TXO/ref=sr_1_168?s=toys-and-games&ie=UTF8&qid=1389878558&sr=1-168&keywords=Japan+import&tag=myhawa07-20,0.54,2,,,,"Toys & Games/Good Smile Border Break Fiona ""Kazama Raita Version"" Action Figure Bust/Good Smile","From Good Smile Company. Magmel's competent system operator with a flair of mystery. From the popular arcade game Border Break comes a 1/7th scale figure of the system operator Fiona, also known as ""Opeko."" The figure captures both Fiona's beauty and her intelligence in a cute standing pose based on an illustration by Kazama Raita. It's a whole new way for fans to experience Fiona's company as the perfect system operator. Stands approximately 9"" tall.",,,,,
Toys & Games,Action Fugures,,Kotobukiya,Kotobukiya Super Robot Taisen - Neo Granzon Plastic Model Kit,B009GCQNLS,"A Kotobukiya Japanese import. The latest addition to the Super Robot Taisen model kit lineup is a long-awaited upgrade to the classic Granzon unit, NEO GRANZON. Created by alchemy and dark magic, the Neo Granzon is the result of Shu Shirakawa accessing the dark god Volkruss and morphing the Granzon. An enormous and powerful robot, the model kit version is a veritable walking tank of massive armor and flared fins and edges. Recommended for moderate to advanced modelers, the Neo Granzon consists of 600 pieces molded in pre-colored plastic featuring the robot's bold blue, yellow, and gray color scheme; no painting is required. Multiple points of articulation give it a wide range of posing options, and the hulking unit stands over 8 _ｽ inches tall. Neo Granzon comes with alternate parts and weapons so you can display it as you like, and of course it includes the famous Granworm Sword.",51yi3nOfyGL.jpg/51q2mjvEcmL.jpg/51-CettYmML.jpg/51Sd1lXtbjL.jpg/51PQFn59dPL.jpg/512Bq9VAlIKL.jpg/51x1Igs14tL.jpg,92.21,,100,,1,http://www.amazon.com/Kotobukiya-Super-Robot-Taisen-Granzon/dp/B009GCQNLS/ref=sr_1_170?s=toys-and-games&ie=UTF8&qid=1389878717&sr=1-170&keywords=Japan+import&tag=myhawa07-20,1.08,2,,,,Toys & Games/Kotobukiya Super Robot Taisen - Neo Granzon Plastic Model Kit/Kotobukiya,"A Kotobukiya Japanese import. The latest addition to the Super Robot Taisen model kit lineup is a long-awaited upgrade to the classic Granzon unit, NEO GRANZON. Created by alchemy and dark magic, the Neo Granzon is the result of Shu Shirakawa accessing the dark god Volkruss and morphing the Granzon. An enormous and powerful robot, the model kit version is a veritable walking tank of massive armor and flared fins and edges. Recommended for moderate to advanced modelers, the Neo Granzon consists of 600 pieces molded in pre-colored plastic featuring the robot's bold blue, yellow, and gray color scheme; no painting is required. Multiple points of articulation give it a wide range of posing options, and the hulking unit stands over 8 _ｽ inches tall. Neo Granzon comes with alternate parts and weapons so you can display it as you like, and of course it includes the famous Granworm Sword.",,,,,
Toys & Games,Action Fugures,,Griffin,Griffon Little Busters: Kudryavka Noumi Sukumizu Version PVC Figure,B00CHFESWC,"From Griffon Enterprises. From KEY, the producers of Air, Kanon and Clannad, comes the newest bishoujo sensation Little Busters. Three quarters Russian and one quarter Japanese, Kudryavka Noumi, unfortunately doesn't have the best grasp of English. What she lacks in linguistic skill, she makes up in pure adorableness. The heroine from the hit manga is recreated in this stunning, swim suited figure, which stands approximately 6"" tall.",413756R3tWL.jpg/41ZwuVbSqrL.jpg/41SanB4uzcL.jpg/41TYVcK48bL.jpg/41KMWWu077L.jpg/31Sg8pFakxL.jpg/410Jx4V3C1L.jpg,50.74,,100,,1,http://www.amazon.com/Griffon-Little-Busters-Kudryavka-Sukumizu/dp/B00CHFESWC/ref=sr_1_171?s=toys-and-games&ie=UTF8&qid=1389878717&sr=1-171&keywords=Japan+import&tag=myhawa07-20,4.77,2,,,,Toys & Games/Griffon Little Busters: Kudryavka Noumi Sukumizu Version PVC Figure/Griffin,"From Griffon Enterprises. From KEY, the producers of Air, Kanon and Clannad, comes the newest bishoujo sensation Little Busters. Three quarters Russian and one quarter Japanese, Kudryavka Noumi, unfortunately doesn't have the best grasp of English. What she lacks in linguistic skill, she makes up in pure adorableness. The heroine from the hit manga is recreated in this stunning, swim suited figure, which stands approximately 6"" tall.",,,,,
Toys & Games,Action Fugures,,Bandai,MG 1/100 GN-0000/7S 00 Gundam Seven Sword/G (MOBILE SUIT GUNDAM 00) [Plastic Model/Japan Import],B005SSWBOW,,31lx71JF1VL.jpg/31FEs-BlEVL.jpg/319zsxsiV3L.jpg/413Oz82NCjL.jpg//31lx71JF1VL.jpg/31lx71JF1VL.jpg,129,,100,,1,http://www.amazon.com/GN-0000-Gundam-MOBILE-GUNDAM-Plastic/dp/B005SSWBOW/ref=sr_1_187?s=toys-and-games&ie=UTF8&qid=1389878717&sr=1-187&keywords=Japan+import&tag=myhawa07-20,1.8,2,,,,Toys & Games/MG 1/100 GN-0000/7S 00 Gundam Seven Sword/G (MOBILE SUIT GUNDAM 00) [Plastic Model/Japan Import]/Bandai,,,,,,
Toys & Games,Action Fugures,,Max Factory,Secretary Kokonoe Rin Bloomers Ver WF Limited Edition of children (japan import),B00711WRIY,1/6 SCALE PAINTED FIGURE SCULPTED BY CHIERI,51VPTcpqk8L.jpg/41-63JYxsbL.jpg//51VPTcpqk8L.jpg/51VPTcpqk8L.jpg/51VPTcpqk8L.jpg/51VPTcpqk8L.jpg,128,,100,,1,http://www.amazon.com/Secretary-Kokonoe-Bloomers-Limited-children/dp/B00711WRIY/ref=sr_1_188?s=toys-and-games&ie=UTF8&qid=1389878717&sr=1-188&keywords=Japan+import&tag=myhawa07-20,0.495,2,,,,Toys & Games/Secretary Kokonoe Rin Bloomers Ver WF Limited Edition of children (japan import)/Max Factory,1/6 SCALE PAINTED FIGURE SCULPTED BY CHIERI,,,,,
Toys & Games,Action Fugures,,Chara-Ani,Ping drum desk mat crown leaf & Akira horse & Himari Ru wheel (japan import),B0070TRAH0,,51nDRPg1DbL.jpg/51nDRPg1DbL.jpg/51nDRPg1DbL.jpg/51nDRPg1DbL.jpg/51nDRPg1DbL.jpg/51nDRPg1DbL.jpg/51nDRPg1DbL.jpg,27.79,,100,,1,http://www.amazon.com/crown-Akira-horse-Himari-wheel/dp/B0070TRAH0/ref=sr_1_190?s=toys-and-games&ie=UTF8&qid=1389878717&sr=1-190&keywords=Japan+import&tag=myhawa07-20,1.17,2,,,,Toys & Games/Ping drum desk mat crown leaf & Akira horse & Himari Ru wheel (japan import)/Chara-Ani,,,,,,
Toys & Games,Action Fugures,,Kotobukiya,Marvel Comics: Psylocke Bishoujo Statue,B0031M98PW,"A Kotobukiya Japanese import. Following hot on the heels of the first three Marvel Comics Bishoujo Collection Statues (Rogue, Black Widow, and Scarlet Witch) comes the mysterious and beautiful telepathic ninja mutant Psylocke. Once a British woman with minor mutant powers, Elizabeth ""Betsy"" Braddock's mind was transferred into the body of a ninja giving her additional martial arts prowess. A long-time member of the X-Men, Psylocke now stars in her very own comic book series. Here, the mutant heroine is presented for the first time in the Japanese Bishoujo (pretty girl) style based on original character art by illustrator Shunya Yamashita. Psylocke is a warrior woman to the core, striking a deadly pose with twin Japanese swords at the ready. The alluring curves of her body are accentuated by her skimpy, skin-tight costume that leaves little to the imagination and the high heeled boots that draw attention to her shapely legs. As Psylocke twists to face her foes her long hair fans out behind her, surrounding her beautiful Bishoujo-styled facial sculpt. The sexy mutant's bright blue costume and purple hair nicely offset her pale skin. Standing approximately 9"" tall (in 1/8 scale with the other Marvel Bishoujo statues), Psylocke was sculpted by Yu Ishii. Packaged in an attractive window box, along with an exclusive X-Men logo base, the deadly mutant is constructed of high-quality pvc plastic.",41JRXEhl2pL.jpg/41P2mMUrz5L.jpg/41nmmWI69oL.jpg/41hZymTjJ6L.jpg/41ZuKAdGs5L.jpg/41t7Hk88xFL.jpg/41FSGwtQdkL.jpg,223,,100,,1,http://www.amazon.com/Marvel-Comics-Psylocke-Bishoujo-Statue/dp/B0031M98PW/ref=sr_1_191?s=toys-and-games&ie=UTF8&qid=1389878717&sr=1-191&keywords=Japan+import&tag=myhawa07-20,5.13,2,,,,Toys & Games/Marvel Comics: Psylocke Bishoujo Statue/Kotobukiya,"A Kotobukiya Japanese import. Following hot on the heels of the first three Marvel Comics Bishoujo Collection Statues (Rogue, Black Widow, and Scarlet Witch) comes the mysterious and beautiful telepathic ninja mutant Psylocke. Once a British woman with minor mutant powers, Elizabeth ""Betsy"" Braddock's mind was transferred into the body of a ninja giving her additional martial arts prowess. A long-time member of the X-Men, Psylocke now stars in her very own comic book series. Here, the mutant heroine is presented for the first time in the Japanese Bishoujo (pretty girl) style based on original character art by illustrator Shunya Yamashita. Psylocke is a warrior woman to the core, striking a deadly pose with twin Japanese swords at the ready. The alluring curves of her body are accentuated by her skimpy, skin-tight costume that leaves little to the imagination and the high heeled boots that draw attention to her shapely legs. As Psylocke twists to face her foes her long hair fans out behind her, surrounding her beautiful Bishoujo-styled facial sculpt. The sexy mutant's bright blue costume and purple hair nicely offset her pale skin. Standing approximately 9"" tall (in 1/8 scale with the other Marvel Bishoujo statues), Psylocke was sculpted by Yu Ishii. Packaged in an attractive window box, along with an exclusive X-Men logo base, the deadly mutant is constructed of high-quality pvc plastic.",,,,,
Toys & Games,Action Fugures,,Kaiyodo,Kaiyodo Takeya Revoltech Action Figure: #003 Ashura Wooden Version,B0087KMXM8,"Imported from Japan. The Revoltech line of highly-detailed and highly-articulated action figures turns its gaze to the gods of the Buddhist pantheon with the figures of the Takeya Revoltech line. Each of these figures features a detailed sculpt of the diety, along with flaming halos and an impressive display base. The first figure, Tomonten, is the chief of the Four Heavenly Kings and the guardian of the northern direction. Komokuten, the guardian of the west, is the second figure in the series. The guardian of the south, Zochouten, is the fourth figure in the series, and the guardian of the east, Jikokuten, is the fifth figure. Also in the series is the third figure -- an Ashura, one of the triple-headed demi-gods, who are prone to wallow in pride and wrath. Each of these Buddhist statue figures stands roughly 5"" tall. Window box packaging.",51KqThjzlGL.jpg/51qLg81x2B4L.jpg/612BIUz6QFbL.jpg/41dWMuGsplL.jpg/61eT29oIbiL.jpg/41dWMuGsplL.jpg/51nJRK5Au-L.jpg,36,,100,,1,http://www.amazon.com/Kaiyodo-Takeya-Revoltech-Action-Figure/dp/B0087KMXM8/ref=sr_1_192?s=toys-and-games&ie=UTF8&qid=1389878717&sr=1-192&keywords=Japan+import&tag=myhawa07-20,4.455,2,,,,Toys & Games/Kaiyodo Takeya Revoltech Action Figure: #003 Ashura Wooden Version/Kaiyodo,"Imported from Japan. The Revoltech line of highly-detailed and highly-articulated action figures turns its gaze to the gods of the Buddhist pantheon with the figures of the Takeya Revoltech line. Each of these figures features a detailed sculpt of the diety, along with flaming halos and an impressive display base. The first figure, Tomonten, is the chief of the Four Heavenly Kings and the guardian of the northern direction. Komokuten, the guardian of the west, is the second figure in the series. The guardian of the south, Zochouten, is the fourth figure in the series, and the guardian of the east, Jikokuten, is the fifth figure. Also in the series is the third figure -- an Ashura, one of the triple-headed demi-gods, who are prone to wallow in pride and wrath. Each of these Buddhist statue figures stands roughly 5"" tall. Window box packaging.",,,,,
Toys & Games,Action Fugures,,Yamato,Yamato Creator's Labo #28 Sonico Sorbet Version PVC Figure (Deluxe Edition),B008ZY2MAY,"Imported from Japan. From its Creators' Labo, Yamato unveils its latest masterwork: Super Sonico, mascot girl of Nitro Super Sonic, dressed in a baby doll costume, this time in a shocking pink color. Based on an original illustration by Tsuji Santa, Sonico is off to enjoy a late night snack of her favorite sweets, macaroons, assuming her cats allow it. Standing roughly 8 1/4"" tall, this PVC statue of Sonico includes multiple small accessories (macaroons on dish, cat hanging from sandal, cat playing with macaroon), heart shaped base, and transparent materials used for sandals, bracelet, and semi-transparent baby doll top which is also removable. The Deluxe version also includes a fridge with an opening/closing door, strawberry shortcake, guitar and guitar stand, and Sonico's favorite teddy bear Gyanguma. Sonico stands 9 7/8"" tall. Window box packaging.",31Nk2BfcF8QL.jpg/41dLlTaVSkL.jpg/41VtfuthZqL.jpg/413QKiQfowL.jpg/41ZlS5O2B05L.jpg/41i9AuL2BDFL.jpg/,99.99,,100,,1,http://www.amazon.com/Yamato-Creators-Sonico-Version-Edition/dp/B008ZY2MAY/ref=sr_1_225?s=toys-and-games&ie=UTF8&qid=1389879009&sr=1-225&keywords=Japan+import&tag=myhawa07-20,0.945,2,,,,Toys & Games/Yamato Creator's Labo #28 Sonico Sorbet Version PVC Figure (Deluxe Edition)/Yamato,"Imported from Japan. From its Creators' Labo, Yamato unveils its latest masterwork: Super Sonico, mascot girl of Nitro Super Sonic, dressed in a baby doll costume, this time in a shocking pink color. Based on an original illustration by Tsuji Santa, Sonico is off to enjoy a late night snack of her favorite sweets, macaroons, assuming her cats allow it. Standing roughly 8 1/4"" tall, this PVC statue of Sonico includes multiple small accessories (macaroons on dish, cat hanging from sandal, cat playing with macaroon), heart shaped base, and transparent materials used for sandals, bracelet, and semi-transparent baby doll top which is also removable. The Deluxe version also includes a fridge with an opening/closing door, strawberry shortcake, guitar and guitar stand, and Sonico's favorite teddy bear Gyanguma. Sonico stands 9 7/8"" tall. Window box packaging.",,,,,
